,ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
33307,33308,male,43,returning,Business,Economy Plus,121 miles,0 minutes,0.0 minutes,4,4,1,2,4,2,2,1,2,2,4,2,2,4,Neutral or Dissatisfied
33308,33309,male,60,Returning,Business,ECONOMY PLUS,102 miles,0 minutes,5.0 minutes,2,2,4,3,2,1,3,2,3,3,3,3,3,4,Neutral or Dissatisfied
33309,33310,Female,25,First-time,business,ECONOMY PLUS,101 miles,0 minutes,1.0 minutes,0,1,3,1,3,1,3,2,3,3,4,1,3,5,Neutral or Dissatisfied
33310,33311,FEMALE,46,Returning,Business,Business,2409 miles,0 minutes,0.0 minutes,4,4,4,3,4,5,5,5,4,2,5,4,5,5,Satisfied
33311,33312,Male,25,First-time,business,ECONOMY,1407 miles,14 minutes,22.0 minutes,4,4,5,4,4,3,5,2,5,5,4,4,5,4,Satisfied
33312,33313,Female,33,First-time,business,Business,2556 miles,0 minutes,0.0 minutes,3,3,5,3,2,3,1,3,5,5,4,3,5,5,Neutral or Dissatisfied
33313,33314,FEMALE,47,Returning,business,Business,2355 miles,0 minutes,0.0 minutes,3,3,1,2,3,4,2,3,3,3,4,4,4,4,Neutral or Dissatisfied
33314,33315,Male,21,Returning,PERSONAL, Business ,2614 miles,0 minutes,0.0 minutes,3,4,3,4,2,3,1,4,1,1,2,4,1,3,Satisfied
33315,33316,FEMALE,60,Returning,Personal,Business,2349 miles,0 minutes,0.0 minutes,1,2,3,4,3,2,4,2,3,3,2,2,2,3,Neutral or Dissatisfied
33316,33317,Female,46,returning,Personal,Business,2556 miles,0 minutes,0.0 minutes,5,2,3,4,4,2,3,2,4,2,2,2,2,2,Neutral or Dissatisfied
33317,33318,Male,46,Returning,Business,Economy,2556 miles,0 minutes,0.0 minutes,1,1,2,5,1,4,5,2,5,5,4,5,5,5,Satisfied
33318,33319,Male,23,First-time,Business,Economy,1028 miles,0 minutes,0.0 minutes,2,2,2,2,4,4,1,1,1,1,5,2,1,4,Neutral or Dissatisfied
33319,33320,Male,56,Returning,Business,Business,2556 miles,0 minutes,0.0 minutes,4,5,4,4,4,2,3,2,5,3,2,4,2,2,Satisfied
33320,33321,male,31,Returning,Business,Economy,2409 miles,0 minutes,0.0 minutes,1,1,2,5,1,3,5,5,5,5,2,5,5,5,Satisfied
33321,33322,Male,45,Returning,Business,Business,2409 miles,0 minutes,0.0 minutes,2,2,1,3,2,5,3,5,4,3,5,2,5,5,Satisfied
33322,33323,FEMALE,27,Returning,business,Business,2556 miles,0 minutes,0.0 minutes,3,2,2,2,3,1,3,4,3,3,5,3,3,3,Satisfied
33323,33324,male,19,Returning,Business,Business,2462 miles,0 minutes,0.0 minutes,4,4,2,4,4,1,4,4,4,4,3,4,4,5,Satisfied
33324,33325,Female,28,Returning,Business,Business,2399 miles,0 minutes,0.0 minutes,1,1,4,2,1,3,2,5,2,2,2,1,2,5,Satisfied
33325,33326,Female,51,Returning,Business,ECONOMY,2399 miles,0 minutes,0.0 minutes,3,3,5,3,3,5,3,5,1,2,5,5,5,5,Satisfied
33326,33327,Male,36,First-time,Business,Economy,1119 miles,0 minutes,0.0 minutes,3,3,4,3,3,1,5,4,5,5,2,3,5,3,Neutral or Dissatisfied
33327,33328,Male,26,Returning,business,Economy,2355 miles,0 minutes,0.0 minutes,3,0,3,0,1,5,3,2,2,2,3,0,2,5,Satisfied
33328,33329,male,40,First-time,Business,ECONOMY,1410 miles,1 minutes,0.0 minutes,3,3,4,3,2,3,5,3,5,5,4,3,5,4,Neutral or Dissatisfied
33329,33330,Female,16,First-time,Business,Economy,1232 miles,2 minutes,0.0 minutes,3,3,4,3,1,3,1,1,1,1,1,3,1,3,Neutral or Dissatisfied
33330,33331,Female,27,Returning,Business,Business,2556 miles,0 minutes,0.0 minutes,5,5,3,5,5,2,5,5,5,5,4,5,5,4,Satisfied
33331,33332,Female,24,Returning,Business, Business ,2556 miles,10 minutes,0.0 minutes,3,3,4,5,3,1,5,1,5,5,4,3,5,4,Satisfied
33332,33333,Female,25,First-time,Business,ECONOMY,1358 miles,3 minutes,15.0 minutes,2,2,5,2,3,1,1,2,1,1,2,2,1,3,Neutral or Dissatisfied
33333,33334,Male,48,Returning,Business,Economy,2355 miles,0 minutes,0.0 minutes,1,2,1,4,2,4,4,3,4,4,5,4,4,4,Satisfied
33334,33335,Female,34, First-time ,Business,ECONOMY,2556 miles,15 minutes,0.0 minutes,1,1,1,1,4,5,2,1,2,2,3,1,2,5,Neutral or Dissatisfied
33335,33336,FEMALE,26, First-time ,business,Economy,2409 miles,0 minutes,0.0 minutes,3,3,1,3,4,4,4,3,2,2,5,3,2,4,Neutral or Dissatisfied
33336,33337,male,41,returning,Business,Business,2614 miles,0 minutes,0.0 minutes,3,4,2,3,3,5,1,5,1,3,5,3,5,5,Satisfied
33337,33338,male,61,Returning,business,Business,2349 miles,0 minutes,0.0 minutes,5,4,4,5,5,4,4,4,4,4,4,5,4,4,Satisfied
33338,33339,Female,26,First-time,Business,Economy,2349 miles,0 minutes,0.0 minutes,2,2,2,1,1,4,4,2,4,4,2,1,4,4,Neutral or Dissatisfied
33339,33340,Female,47,returning,Business,Business,2556 miles,0 minutes,0.0 minutes,3,3,2,4,3,3,3,3,2,5,3,3,3,3,Neutral or Dissatisfied
33340,33341,Male,38,Returning,business,Business,2355 miles,24 minutes,0.0 minutes,2,2,1,4,2,5,3,5,3,3,5,2,5,5,Satisfied
33341,33342,Male,18,Returning,Business,Economy,2409 miles,12 minutes,9.0 minutes,1,4,4,5,4,3,5,3,5,5,5,5,5,4,Satisfied
33342,33343,Female,42,Returning,Business,ECONOMY,2399 miles,2 minutes,0.0 minutes,2,2,3,4,2,5,3,5,1,4,5,5,5,5,Satisfied
33343,33344,Male,31,Returning,Business,Business,2399 miles,0 minutes,10.0 minutes,1,1,4,4,1,5,4,4,4,4,1,1,4,5,Satisfied
33344,33345,FEMALE,57,Returning,Business,Business,2614 miles,0 minutes,0.0 minutes,1,1,5,5,1,5,3,5,1,4,5,1,5,5,Satisfied
33345,33346,male,51,Returning,Business,Business,2556 miles,1 minutes,0.0 minutes,2,2,3,5,2,5,1,5,1,1,5,2,5,5,Satisfied
33346,33347,Male,34,First-time,Business,Economy,835 miles,0 minutes,0.0 minutes,3,3,3,3,1,4,3,1,3,3,2,3,3,4,Neutral or Dissatisfied
33347,33348,Female,44,First-time,Business,Economy,1073 miles,0 minutes,0.0 minutes,1,1,4,1,2,5,2,3,2,2,5,1,2,3,Neutral or Dissatisfied
33348,33349,Male,26, First-time ,Business,ECONOMY,1269 miles,0 minutes,0.0 minutes,4,4,3,5,1,5,3,1,3,3,4,5,3,5,Satisfied
33349,33350,Female,16,returning,Business,Business,2614 miles,0 minutes,0.0 minutes,5,5,2,4,5,5,4,2,4,4,3,5,4,4,Satisfied
33350,33351,Male,29,returning,Business,Business,2556 miles,0 minutes,0.0 minutes,3,3,2,3,3,2,3,4,3,3,4,3,3,4,Neutral or Dissatisfied
33351,33352,Male,55,Returning,Business,Business,2409 miles,44 minutes,18.0 minutes,2,5,2,2,5,2,3,2,4,3,2,2,2,2,Neutral or Dissatisfied
33352,33353,Female,29,returning,Business,Economy,2614 miles,0 minutes,0.0 minutes,1,1,1,2,1,3,3,4,3,3,2,3,3,2,Neutral or Dissatisfied
33353,33354,Male,53,Returning,Business, Business ,2614 miles,0 minutes,0.0 minutes,2,2,2,5,2,4,2,4,1,3,4,2,4,4,Satisfied
33354,33355,Female,33,Returning,Business,Business,2462 miles,0 minutes,0.0 minutes,1,2,4,5,2,4,2,4,4,3,4,2,4,4,Satisfied
33355,33356,Female,27,returning,business,Business,2349 miles,4 minutes,0.0 minutes,5,4,1,5,4,2,5,4,5,5,3,4,5,5,Satisfied
33356,33357,Female,45,Returning,business,Economy,2409 miles,0 minutes,0.0 minutes,4,1,1,2,1,2,3,2,3,3,2,2,2,2,Neutral or Dissatisfied
33357,33358,Male,26, First-time ,Business,ECONOMY,1135 miles,2 minutes,0.0 minutes,2,2,2,2,4,1,4,2,4,4,4,2,4,3,Neutral or Dissatisfied
33358,33359,Female,49,Returning,Business,Economy,2349 miles,0 minutes,0.0 minutes,4,4,4,4,4,5,5,5,4,5,5,5,5,5,Satisfied
33359,33360,Male,26,Returning,Business, Business ,2462 miles,0 minutes,0.0 minutes,4,4,1,5,4,2,5,1,5,5,3,4,5,4,Satisfied
33360,33361,Male,35,Returning,Business,ECONOMY,2556 miles,0 minutes,0.0 minutes,5,5,1,5,5,4,5,2,5,5,1,5,5,4,Satisfied
33361,33362,Female,34,Returning,business,Business,2355 miles,0 minutes,0.0 minutes,2,2,1,2,2,2,4,2,3,4,2,2,2,2,Neutral or Dissatisfied
33362,33363,male,56,Returning,business, Business ,2614 miles,0 minutes,0.0 minutes,2,2,1,4,2,4,2,5,3,2,4,2,4,4,Satisfied
33363,33364,male,37,Returning,Business,Economy,1114 miles,0 minutes,0.0 minutes,5,5,2,2,5,2,2,3,2,2,2,2,2,2,Neutral or Dissatisfied
33364,33365,male,48,returning,Business,Business,1972 miles,0 minutes,0.0 minutes,1,1,5,1,1,4,1,4,2,1,4,1,4,4,Satisfied
33365,33366,Male,47,returning,Personal,Economy,2556 miles,2 minutes,0.0 minutes,2,4,1,4,3,1,5,5,5,5,3,4,5,4,Satisfied
33366,33367,Male,48,Returning,PERSONAL,Economy,2355 miles,414 minutes,nan minutes,4,3,2,2,3,3,2,4,2,3,3,3,5,4,Neutral or Dissatisfied
33367,33368,Male,28,Returning,Personal,Economy,2399 miles,0 minutes,11.0 minutes,1,4,3,4,4,4,2,1,4,4,3,4,4,3,Neutral or Dissatisfied
33368,33369,male,46,returning,Personal,Economy,2556 miles,0 minutes,0.0 minutes,1,2,1,2,3,1,5,3,5,5,4,2,5,4,Neutral or Dissatisfied
33369,33370,Female,55,Returning,Personal,ECONOMY,2556 miles,9 minutes,0.0 minutes,3,3,5,2,4,4,3,3,2,4,4,3,4,4,Neutral or Dissatisfied
33370,33371,Female,26,Returning,PERSONAL,ECONOMY,2409 miles,0 minutes,0.0 minutes,4,3,1,3,1,1,5,5,5,5,5,3,5,4,Neutral or Dissatisfied
33371,33372,Female,13,returning,Personal,Economy,2409 miles,0 minutes,0.0 minutes,1,0,4,0,4,2,4,2,4,4,3,1,4,3,Neutral or Dissatisfied
33372,33373,Female,7,Returning,Personal,Economy,2556 miles,0 minutes,0.0 minutes,5,3,3,3,1,5,3,5,3,3,4,3,3,3,Neutral or Dissatisfied
33373,33374,FEMALE,51,returning,Personal,Economy,2355 miles,13 minutes,0.0 minutes,4,1,1,4,4,4,4,1,2,5,4,1,4,4,Neutral or Dissatisfied
33374,33375,Female,58,Returning,Personal,ECONOMY,2399 miles,0 minutes,0.0 minutes,2,2,3,1,3,5,3,2,1,5,5,2,5,5,Neutral or Dissatisfied
33375,33376,FEMALE,54,Returning,PERSONAL,ECONOMY,2462 miles,9 minutes,5.0 minutes,4,2,3,3,2,2,4,2,3,3,2,2,2,2,Neutral or Dissatisfied
33376,33377,Male,55,Returning,Personal,Economy,2409 miles,24 minutes,3.0 minutes,1,2,4,2,3,3,5,4,5,5,2,2,5,2,Neutral or Dissatisfied
33377,33378,Female,53,Returning,Personal,Economy,2349 miles,10 minutes,0.0 minutes,2,3,1,4,3,2,3,3,3,4,2,3,2,3,Neutral or Dissatisfied
33378,33379,Male,22,Returning,Personal,Economy,2355 miles,0 minutes,0.0 minutes,2,3,2,3,4,2,4,1,4,4,4,3,4,3,Neutral or Dissatisfied
33379,33380,Female,21,returning,Personal,Economy,2614 miles,2 minutes,0.0 minutes,4,3,4,3,5,3,4,5,4,4,4,3,4,5,Neutral or Dissatisfied
33380,33381,FEMALE,28,Returning,Personal,Economy,2355 miles,0 minutes,0.0 minutes,1,3,4,3,2,1,3,1,3,3,3,3,3,1,Neutral or Dissatisfied
33381,33382,Female,47,Returning,Personal,ECONOMY,2556 miles,0 minutes,0.0 minutes,5,2,1,5,3,5,1,2,2,4,5,2,5,5,Neutral or Dissatisfied
33382,33383,Female,22,Returning,Personal,Economy,2556 miles,0 minutes,0.0 minutes,5,3,5,3,4,2,5,4,5,5,5,4,5,1,Neutral or Dissatisfied
33383,33384,Female,69,Returning,Personal,ECONOMY,2556 miles,0 minutes,0.0 minutes,5,2,5,3,3,1,4,2,3,3,1,2,1,1,Neutral or Dissatisfied
33384,33385,Male,42,returning,PERSONAL,Economy,2556 miles,0 minutes,0.0 minutes,3,4,4,4,2,4,4,3,4,4,5,4,4,4,Neutral or Dissatisfied
33385,33386,Male,54,Returning,business,Economy Plus,2556 miles,146 minutes,116.0 minutes,1,1,1,1,1,1,1,4,1,1,4,1,2,3,Neutral or Dissatisfied
33386,33387,Female,24,First-time,business,Economy,1038 miles,1 minutes,0.0 minutes,2,2,1,2,3,3,2,3,2,2,4,2,2,5,Neutral or Dissatisfied
33387,33388,Female,14,Returning,Business,ECONOMY PLUS,2614 miles,0 minutes,0.0 minutes,2,5,3,4,5,1,2,3,4,4,3,4,4,3,Neutral or Dissatisfied
33388,33389,Female,20,Returning,Business,Business,2614 miles,0 minutes,0.0 minutes,2,2,1,3,2,2,4,5,4,4,3,2,4,3,Satisfied
33389,33390,Male,36,Returning,Personal,Economy Plus,2614 miles,0 minutes,0.0 minutes,3,1,1,1,4,2,2,4,2,2,3,1,2,2,Neutral or Dissatisfied
33390,33391,Female,41,Returning,Personal,Economy Plus,2614 miles,9 minutes,0.0 minutes,5,2,4,5,2,5,4,2,5,4,5,2,5,5,Neutral or Dissatisfied
33391,33392,Female,27,returning,Personal,ECONOMY PLUS,2349 miles,0 minutes,0.0 minutes,4,2,4,2,3,3,2,1,2,2,5,2,2,4,Neutral or Dissatisfied
33392,33393,Male,56,Returning,business,Business,2917 miles,0 minutes,0.0 minutes,3,3,4,4,3,1,4,4,4,4,4,3,5,5,Satisfied
33393,33394,Male,22,returning,Business,Business,2917 miles,0 minutes,0.0 minutes,3,5,5,4,3,1,4,4,4,4,4,3,4,5,Satisfied
33394,33395,FEMALE,31,Returning,business, Business ,2917 miles,0 minutes,0.0 minutes,1,3,2,2,3,2,3,4,3,3,2,3,3,3,Neutral or Dissatisfied
33395,33396,male,23, First-time ,Business,Economy,771 miles,0 minutes,0.0 minutes,2,2,5,3,3,4,4,5,2,2,2,3,2,4,Neutral or Dissatisfied
33396,33397,Female,41,returning,business,Economy,1417 miles,0 minutes,0.0 minutes,1,1,5,3,1,3,3,2,3,3,2,3,3,2,Neutral or Dissatisfied
33397,33398,Male,46,Returning,Business,Business,2556 miles,0 minutes,0.0 minutes,2,2,5,5,2,5,4,5,3,4,5,2,5,5,Satisfied
33398,33399,FEMALE,40,Returning,Business, Business ,2556 miles,319 minutes,295.0 minutes,2,2,4,4,2,3,4,4,4,4,3,2,3,5,Satisfied
33399,33400,Male,51,returning,Business, Business ,2614 miles,0 minutes,0.0 minutes,1,1,4,4,1,2,4,3,4,4,3,1,3,5,Satisfied
33400,33401,FEMALE,56,returning,business,Business,2556 miles,6 minutes,0.0 minutes,3,3,5,4,3,4,4,4,5,4,4,3,4,4,Satisfied
33401,33402,Female,61,returning,PERSONAL,Business,2556 miles,0 minutes,0.0 minutes,2,2,2,2,3,1,4,2,1,1,1,2,1,1,Neutral or Dissatisfied
33402,33403,Male,42,Returning,Business,Business,2614 miles,31 minutes,45.0 minutes,2,2,4,4,2,2,4,3,4,4,5,2,4,5,Satisfied
33403,33404,Male,26,Returning,business,Economy,2349 miles,0 minutes,0.0 minutes,3,3,4,4,3,4,3,3,4,4,5,4,4,5,Satisfied
33404,33405,male,37,returning,Business,Business,2556 miles,0 minutes,0.0 minutes,5,5,2,4,5,4,4,4,5,4,4,5,4,4,Satisfied
33405,33406,Male,35,First-time,Business,ECONOMY,851 miles,0 minutes,18.0 minutes,1,1,4,4,5,2,4,4,4,1,1,1,4,5,Neutral or Dissatisfied
33406,33407,Female,24,First-time,business,Economy,2399 miles,3 minutes,0.0 minutes,3,3,3,3,4,5,5,2,5,5,2,3,5,3,Neutral or Dissatisfied
33407,33408,Male,26,First-time,business,Economy,1351 miles,0 minutes,3.0 minutes,4,4,5,4,1,1,1,4,1,1,3,4,1,5,Neutral or Dissatisfied
33408,33409,Female,25,Returning,business,Economy,2355 miles,0 minutes,4.0 minutes,1,2,1,4,2,2,4,5,4,4,1,4,4,4,Satisfied
33409,33410,male,23,Returning,Business,Economy,2399 miles,0 minutes,5.0 minutes,4,4,4,4,4,3,5,2,4,4,3,4,4,3,Satisfied
33410,33411,Female,37,Returning,business,Business,2556 miles,32 minutes,23.0 minutes,1,2,2,3,1,4,1,4,3,3,4,1,4,4,Satisfied
33411,33412,Male,23,returning,business,Business,2614 miles,0 minutes,60.0 minutes,1,1,4,4,1,1,4,5,4,4,2,1,1,2,Satisfied
33412,33413,Male,50,returning,business,Economy,2349 miles,0 minutes,0.0 minutes,3,3,3,4,3,1,4,2,4,4,4,4,4,4,Satisfied
33413,33414,Male,23,Returning,business, Business ,2556 miles,0 minutes,0.0 minutes,2,2,5,5,2,3,5,4,5,5,1,2,1,5,Satisfied
33414,33415,Female,47,returning,Business,Business,2556 miles,0 minutes,0.0 minutes,5,5,4,4,5,4,4,4,4,4,1,5,4,3,Satisfied
33415,33416,FEMALE,23,Returning,Business,ECONOMY,2399 miles,0 minutes,0.0 minutes,3,3,4,5,3,5,3,5,5,5,5,5,5,3,Satisfied
33416,33417,Male,25,Returning,Business,ECONOMY,2349 miles,0 minutes,0.0 minutes,5,5,2,1,5,2,3,5,1,1,3,1,1,2,Neutral or Dissatisfied
33417,33418,Female,46,returning,Business,Business,2409 miles,0 minutes,0.0 minutes,3,3,4,5,3,3,1,3,4,2,3,3,3,3,Satisfied
33418,33419,Male,29,Returning,business, Business ,2409 miles,0 minutes,0.0 minutes,1,1,4,4,1,4,4,4,4,4,5,1,4,4,Satisfied
33419,33420,Male,52,Returning,Business,Economy,2355 miles,0 minutes,40.0 minutes,2,2,2,2,2,2,2,3,2,2,3,2,2,4,Neutral or Dissatisfied
33420,33421,Female,40,Returning,business,Economy,2462 miles,0 minutes,16.0 minutes,4,4,2,2,4,3,2,5,2,2,4,2,1,5,Satisfied
33421,33422,Female,29,First-time,business,Economy,737 miles,0 minutes,0.0 minutes,4,4,3,4,4,3,4,3,4,4,5,4,4,4,Neutral or Dissatisfied
33422,33423,male,38,returning,Business,Business,2556 miles,0 minutes,16.0 minutes,1,1,4,4,1,1,4,4,4,4,2,1,4,3,Satisfied
33423,33424,Male,14, First-time ,business,Economy,2409 miles,57 minutes,44.0 minutes,2,2,1,3,3,4,3,1,3,3,4,3,3,2,Neutral or Dissatisfied
33424,33425,male,26,First-time,Business,Economy,2556 miles,0 minutes,45.0 minutes,1,1,1,1,3,5,1,3,1,1,1,1,2,4,Neutral or Dissatisfied
33425,33426,Male,50,returning,Business, Business ,2614 miles,0 minutes,9.0 minutes,2,2,4,4,2,4,4,4,4,5,2,2,2,2,Satisfied
33426,33427,Female,29,First-time,Business,Economy,702 miles,0 minutes,15.0 minutes,1,1,4,1,3,2,1,5,1,1,4,1,1,4,Neutral or Dissatisfied
33427,33428,FEMALE,72,returning,business,ECONOMY,2399 miles,0 minutes,0.0 minutes,3,3,1,4,3,5,5,4,4,3,5,4,5,5,Satisfied
33428,33429,FEMALE,12,Returning,Business,Business,2399 miles,0 minutes,0.0 minutes,5,5,2,3,5,3,4,5,4,4,4,4,4,4,Neutral or Dissatisfied
33429,33430,male,54,returning,business,Business,2614 miles,37 minutes,27.0 minutes,1,1,3,3,1,2,3,3,3,3,2,3,4,3,Neutral or Dissatisfied
33430,33431,Male,56,Returning,Business,Business,2614 miles,0 minutes,0.0 minutes,4,4,2,3,4,5,3,5,3,1,5,4,5,5,Satisfied
33431,33432,Male,29,First-time,Business,ECONOMY,886 miles,0 minutes,3.0 minutes,2,2,4,2,2,1,5,4,2,2,3,2,2,3,Neutral or Dissatisfied
33432,33433,FEMALE,51,Returning,Business,ECONOMY,2556 miles,0 minutes,7.0 minutes,2,2,1,1,2,5,1,4,1,1,3,1,1,4,Neutral or Dissatisfied
33433,33434,Female,23,First-time,business,Economy,2399 miles,0 minutes,3.0 minutes,4,4,1,4,2,2,2,1,2,2,4,4,2,4,Neutral or Dissatisfied
33434,33435,Male,60,returning,Business,Economy,2399 miles,0 minutes,19.0 minutes,3,3,3,3,3,5,3,1,3,4,1,4,3,2,Neutral or Dissatisfied
33435,33436,male,24, First-time ,business,Economy,1056 miles,0 minutes,2.0 minutes,2,2,2,2,1,5,4,1,4,4,3,2,4,5,Neutral or Dissatisfied
33436,33437,Male,58,Returning,Business,Economy,2614 miles,0 minutes,0.0 minutes,5,5,1,1,5,1,1,4,1,1,1,1,3,4,Neutral or Dissatisfied
33437,33438,Female,57,Returning,Business,Business,2655 miles,0 minutes,0.0 minutes,2,2,4,3,2,4,4,4,4,3,4,4,4,4,Neutral or Dissatisfied
33438,33439,Female,63, First-time ,Business,Economy,1056 miles,0 minutes,5.0 minutes,3,3,3,2,5,2,3,4,3,3,3,3,2,2,Neutral or Dissatisfied
33439,33440,Female,38,First-time,Business,Economy,855 miles,0 minutes,47.0 minutes,1,1,4,5,4,5,4,3,4,1,3,2,2,3,Neutral or Dissatisfied
33440,33441,Female,57,Returning,PERSONAL,ECONOMY,2355 miles,0 minutes,11.0 minutes,4,4,2,3,1,4,2,3,2,4,4,4,4,5,Neutral or Dissatisfied
33441,33442,Female,36,returning,PERSONAL,Economy,2556 miles,2 minutes,25.0 minutes,4,3,4,4,3,2,4,3,4,3,4,3,3,5,Neutral or Dissatisfied
33442,33443,Male,43,returning,Personal,Economy,2462 miles,0 minutes,0.0 minutes,4,3,3,3,1,2,3,5,3,3,5,3,5,5,Neutral or Dissatisfied
33443,33444,male,46,Returning,Personal,Economy,2614 miles,0 minutes,19.0 minutes,4,3,4,4,4,4,4,3,4,3,4,3,4,4,Neutral or Dissatisfied
33444,33445,Female,58,Returning,Personal,Economy,2349 miles,0 minutes,26.0 minutes,1,2,2,2,2,3,3,2,2,1,3,2,3,3,Neutral or Dissatisfied
33445,33446,Female,40,Returning,Personal,ECONOMY,2556 miles,0 minutes,25.0 minutes,3,2,1,1,3,1,1,3,1,2,4,2,2,2,Neutral or Dissatisfied
33446,33447,Male,8,Returning,Personal,Economy,2614 miles,0 minutes,41.0 minutes,5,4,5,5,1,3,5,4,5,4,3,4,3,5,Neutral or Dissatisfied
33447,33448,male,10,returning,PERSONAL,Economy,2556 miles,0 minutes,20.0 minutes,2,3,5,5,3,1,5,3,5,3,3,3,2,3,Neutral or Dissatisfied
33448,33449,Male,68,returning,Personal,ECONOMY,2614 miles,0 minutes,22.0 minutes,3,2,3,3,2,2,3,3,3,2,5,2,1,4,Neutral or Dissatisfied
33449,33450,male,61,returning,Personal,Economy,2462 miles,0 minutes,2.0 minutes,4,3,4,3,3,4,1,5,1,1,4,3,1,5,Neutral or Dissatisfied
33450,33451,Male,53,Returning,Personal,Economy,2556 miles,0 minutes,0.0 minutes,1,3,4,3,4,4,2,1,2,2,4,3,2,4,Neutral or Dissatisfied
33451,33452,male,57,Returning,PERSONAL,Economy,2399 miles,0 minutes,0.0 minutes,4,1,4,1,5,3,3,4,4,4,5,1,4,4,Neutral or Dissatisfied
33452,33453,Male,21,Returning,Personal,Economy,2349 miles,0 minutes,19.0 minutes,2,1,4,4,3,3,4,3,4,1,4,1,4,2,Neutral or Dissatisfied
33453,33454,Female,32,returning,Personal,ECONOMY,2556 miles,39 minutes,52.0 minutes,3,4,2,2,4,3,2,3,2,4,3,4,3,4,Neutral or Dissatisfied
33454,33455,FEMALE,9,Returning,Personal,Economy,2417 miles,42 minutes,84.0 minutes,4,3,1,1,2,2,1,5,1,3,3,3,1,4,Neutral or Dissatisfied
33455,33456,Male,20,Returning,PERSONAL,Economy,2409 miles,0 minutes,6.0 minutes,4,1,4,1,3,2,1,1,1,1,3,1,1,4,Neutral or Dissatisfied
33456,33457,Female,9,Returning,Personal,Economy,2409 miles,0 minutes,50.0 minutes,4,1,3,3,4,3,3,3,3,1,2,1,3,4,Neutral or Dissatisfied
33457,33458,Female,27,Returning,Business,Economy Plus,2399 miles,0 minutes,6.0 minutes,0,0,4,0,3,1,5,2,5,5,1,0,5,5,Satisfied
33458,33459,Male,43,First-time,Business,Economy Plus,2409 miles,0 minutes,10.0 minutes,2,2,4,1,3,5,4,3,4,2,5,2,4,5,Neutral or Dissatisfied
33459,33460,Male,21,returning,Business,Economy Plus,2355 miles,0 minutes,1.0 minutes,5,0,5,0,2,2,3,3,3,3,1,0,3,5,Satisfied
33460,33461,Female,16, First-time ,Business,Economy,1425 miles,0 minutes,30.0 minutes,3,3,1,1,3,4,1,4,1,3,1,3,1,4,Neutral or Dissatisfied
33461,33462,Male,51,Returning,Personal,Economy Plus,2556 miles,3 minutes,22.0 minutes,4,2,5,5,2,2,5,3,5,2,5,2,5,5,Neutral or Dissatisfied
33462,33463,Female,7,Returning,Personal,ECONOMY PLUS,2614 miles,0 minutes,0.0 minutes,5,2,4,4,2,5,4,3,4,2,4,2,4,4,Neutral or Dissatisfied
33463,33464,Male,32,Returning,Personal,ECONOMY PLUS,2556 miles,0 minutes,0.0 minutes,2,4,2,2,4,1,2,3,2,4,2,4,3,4,Neutral or Dissatisfied
33464,33465,Female,23,Returning,PERSONAL,Economy Plus,2556 miles,15 minutes,16.0 minutes,4,5,2,5,3,4,4,4,5,5,1,5,5,4,Satisfied
33465,33466,Female,28,Returning,Personal,Economy Plus,2409 miles,0 minutes,0.0 minutes,4,3,4,3,3,3,2,1,2,2,4,3,2,4,Neutral or Dissatisfied
33466,33467,Male,14,returning,Personal,Economy Plus,2556 miles,22 minutes,25.0 minutes,3,3,4,3,3,1,2,2,2,2,3,3,2,4,Neutral or Dissatisfied
33467,33468,Female,66,Returning,Personal,Economy Plus,2556 miles,0 minutes,0.0 minutes,3,5,3,5,1,4,5,5,1,1,4,5,4,4,Satisfied
33468,33469,Female,13,returning,Personal,Economy Plus,2556 miles,0 minutes,0.0 minutes,2,2,4,2,4,2,1,2,1,1,3,2,1,3,Neutral or Dissatisfied
33469,33470,male,46,returning,Business,Business,2917 miles,0 minutes,25.0 minutes,2,2,4,4,2,1,4,3,4,4,5,2,4,3,Satisfied
33470,33471,Female,26,Returning,Business,Business,2917 miles,0 minutes,5.0 minutes,5,5,5,5,5,3,5,5,5,5,2,5,3,5,Satisfied
33471,33472,FEMALE,18,First-time,business,Economy,896 miles,0 minutes,21.0 minutes,4,4,1,1,3,5,1,5,1,4,4,3,1,3,Neutral or Dissatisfied
33472,33473,Male,36,Returning,Business, Business ,2917 miles,0 minutes,24.0 minutes,1,1,4,4,1,4,4,3,4,4,3,1,2,4,Satisfied
33473,33474,Female,40,Returning,Business,ECONOMY,2917 miles,30 minutes,52.0 minutes,3,3,1,1,3,1,1,2,1,1,2,1,2,4,Neutral or Dissatisfied
33474,33475,male,65,Returning,Personal,Economy Plus,2917 miles,0 minutes,0.0 minutes,5,4,3,3,4,4,3,3,3,4,5,4,4,3,Neutral or Dissatisfied
33475,33476,Male,44,Returning,Business, Business ,2422 miles,6 minutes,0.0 minutes,5,3,4,5,5,4,3,5,1,1,4,5,4,4,Satisfied
33476,33477,Male,31,Returning,Business,Business,2422 miles,14 minutes,5.0 minutes,2,2,1,5,2,5,5,5,5,5,2,2,5,5,Satisfied
